Simulated by ISING, VERSION 1
filename = result_of_ISING_0.7
step = 1500000
mutual_coefficient = 1
temperature = 0.7
STEP	MAGNETISM	ENERGY	1ST_STD_ERROR	2ND_STD_ERROR
811	4228	-6203	0	0
812	4228	-6203	0	0
813	4226	-6205	0	0
814	4224	-6209	0	0
815	4222	-6215	0	0
816	4220	-6219	0	0
817	4220	-6219	0	0
818	4220	-6219	0	0
819	4218	-6223	0	0
820	4218	-6223	0	0
821	4216	-6225	0	0
822	4214	-6231	0	0
823	4214	-6231	0	0
824	4212	-6231	0	0
825	4212	-6231	0	0
826	4210	-6235	0	0
827	4210	-6235	0	0
828	4208	-6241	0	0
829	4208	-6241	0	0
830	4208	-6241	0	0
831	4208	-6241	0	0
832	4208	-6241	0	0
833	4208	-6241	0	0
834	4206	-6245	0	0
835	4204	-6247	0	0
836	4204	-6247	0	0
837	4204	-6247	0	0
838	4204	-6247	0	0
839	4202	-6251	0	0
840	4202	-6251	0	0
841	4202	-6251	0	0
842	4200	-6251	0	0
843	4200	-6251	0	0
844	4200	-6251	0	0
845	4200	-6251	0	0
846	4198	-6257	0	0
847	4198	-6257	0	0
848	4198	-6257	0	0
849	4198	-6257	0	0
850	4196	-6261	0	0
851	4196	-6261	0	0
852	4196	-6261	0	0
853	4196	-6261	0	0
854	4194	-6261	0	0
855	4192	-6267	0	0
856	4190	-6267	0	0
857	4190	-6267	0	0
858	4190	-6267	0	0
859	4190	-6267	0	0
860	4188	-6269	0	0
861	4186	-6271	0	0
862	4184	-6271	0	0
863	4184	-6271	0	0
864	4184	-6271	0	0
865	4184	-6271	0	0
866	4184	-6271	0	0
867	4184	-6271	0	0
868	4184	-6271	0	0
869	4184	-6271	0	0
870	4184	-6271	0	0
871	4184	-6271	0	0
872	4182	-6279	0	0
873	4180	-6285	0	0
874	4180	-6285	0	0
875	4178	-6291	0	0
876	4176	-6295	0	0
877	4174	-6301	0	0
878	4174	-6301	0	0
879	4172	-6301	0	0
880	4170	-6303	0	0
881	4170	-6303	0	0
882	4168	-6303	0	0
883	4166	-6307	0	0
884	4164	-6313	0	0
885	4164	-6313	0	0
886	4164	-6313	0	0
887	4164	-6313	0	0
888	4164	-6313	0	0
889	4164	-6313	0	0
890	4162	-6315	0	0
891	4162	-6315	0	0
892	4162	-6315	0	0
893	4160	-6319	0	0
894	4158	-6321	0	0
895	4156	-6323	0	0
896	4154	-6327	0	0
897	4152	-6333	0	0
898	4152	-6333	0	0
899	4152	-6333	0	0
900	4150	-6333	0	0
901	4150	-6333	0	0
902	4148	-6339	0	0
903	4148	-6339	0	0
904	4146	-6341	0	0
905	4146	-6341	0	0
906	4144	-6343	0	0
907	4144	-6343	0	0
908	4142	-6349	0	0
909	4140	-6355	0	0
910	4140	-6355	0	0
911	4138	-6355	0	0
912	4136	-6357	0	0
913	4134	-6359	0	0
914	4134	-6359	0	0
915	4132	-6365	0	0
916	4132	-6365	0	0
917	4132	-6365	0	0
918	4132	-6365	0	0
919	4132	-6365	0	0
920	4130	-6367	0	0
921	4128	-6369	0	0
922	4128	-6369	0	0
923	4126	-6375	0	0
924	4124	-6377	0	0
925	4124	-6377	0	0
926	4124	-6377	0	0
927	4122	-6381	0	0
928	4122	-6381	0	0
929	4122	-6381	0	0
930	4122	-6381	0	0
931	4120	-6383	0	0
932	4120	-6383	0	0
933	4120	-6383	0	0
934	4120	-6383	0	0
935	4118	-6387	0	0
936	4118	-6387	0	0
937	4116	-6389	0	0
938	4116	-6389	0	0
939	4116	-6389	0	0
940	4114	-6391	0	0
941	4112	-6397	0	0
942	4110	-6399	0	0
943	4110	-6399	0	0
944	4108	-6401	0	0
945	4106	-6405	0	0
946	4106	-6405	0	0
947	4106	-6405	0	0
948	4106	-6405	0	0
949	4106	-6405	0	0
950	4106	-6405	0	0
951	4104	-6409	0	0
952	4102	-6415	0	0
953	4100	-6419	0	0
954	4100	-6419	0	0
955	4100	-6419	0	0
956	4098	-6419	0	0
957	4096	-6421	0	0
958	4096	-6421	0	0
959	4096	-6421	0	0
960	4094	-6425	0	0
961	4094	-6425	0	0
962	4092	-6431	0	0
963	4092	-6431	0	0
964	4092	-6431	0	0
965	4092	-6431	0	0
966	4090	-6433	0	0
967	4088	-6437	0	0
968	4088	-6437	0	0
969	4088	-6437	0	0
970	4086	-6443	0	0
971	4086	-6443	0	0
972	4084	-6447	0	0
973	4082	-6451	0	0
974	4082	-6451	0	0
975	4080	-6451	0	0
976	4078	-6455	0	0
977	4076	-6459	0	0
978	4074	-6461	0	0
979	4074	-6461	0	0
980	4074	-6461	0	0
981	4074	-6461	0	0
982	4074	-6461	0	0
983	4074	-6461	0	0
984	4072	-6467	0	0
985	4070	-6471	0	0
986	4070	-6471	0	0
987	4068	-6479	0	0
988	4068	-6479	0	0
989	4068	-6479	0	0
990	4068	-6479	0	0
991	4066	-6487	0	0
992	4064	-6493	0	0
993	4064	-6493	0	0
994	4062	-6499	0	0
995	4060	-6503	0	0
996	4060	-6503	0	0
997	4060	-6503	0	0
998	4058	-6507	0	0
999	4056	-6513	0	0
1000	4056	-6513	258.422	129.211
1001	4056	-6513	258.422	129.211
1002	4054	-6519	258.422	129.211
1003	4054	-6519	258.422	129.211
1004	4052	-6519	258.422	129.211
1005	4052	-6519	258.422	129.211
1006	4052	-6519	258.422	129.211
1007	4050	-6523	258.422	129.211
1008	4048	-6527	258.422	129.211
1009	4048	-6527	258.422	129.211
1010	4046	-6531	258.422	129.211
1011	4046	-6531	258.422	129.211
1012	4046	-6531	258.422	129.211
1013	4044	-6537	258.422	129.211
1014	4044	-6537	258.422	129.211
1015	4044	-6537	258.422	129.211
1016	4044	-6537	258.422	129.211
1017	4042	-6543	258.422	129.211
1018	4040	-6545	258.422	129.211
1019	4040	-6545	258.422	129.211
1020	4040	-6545	258.422	129.211
1021	4038	-6549	258.422	129.211
1022	4036	-6553	258.422	129.211
1023	4036	-6553	258.422	129.211
1024	4034	-6555	258.422	129.211
1025	4032	-6559	258.422	129.211
1026	4032	-6559	258.422	129.211
